barabasi_250_5_0.01_0.0_exponential_0.0_1,6433,1541,244,1183,8,209,160,19,0,7,0,1541,22381,2610,1671,24,179,616,369,14,7,0,283,1905,348,206,2,15,49,38,7,3,0,811,1377,206,348,2,36,53,13,3,7,0,23,69,4,4,0,0,0,0,0,0,0,208,267,30,51,0,7,11,0,0,0,0,255,695,85,77,0,10,10,16,0,0,0,12,463,47,34,0,1,15,2,0,0,0,1,19,4,2,0,0,0,0,0,0,0,9,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_2,2366,1168,344,1048,16,116,132,1,2,2,0,1168,9434,2440,1736,48,133,366,248,6,6,0,239,2243,359,245,14,26,78,48,3,3,0,1002,1480,245,359,14,50,74,28,3,3,0,27,81,4,4,0,1,2,1,0,0,0,69,96,18,40,0,22,32,1,1,1,0,71,259,58,58,0,32,72,6,2,2,0,25,140,40,18,0,1,6,48,1,1,0,1,3,7,3,0,2,1,3,0,0,0,1,3,3,7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_3,31086,7573,854,1712,31,943,672,209,6,45,1,7573,108404,4278,3420,93,881,2976,1615,96,57,3,682,5796,269,257,2,31,98,85,6,4,0,2557,3921,257,269,2,76,116,22,4,6,0,38,114,2,2,0,0,0,0,0,0,0,755,914,40,69,0,18,21,12,0,0,0,879,2459,108,110,0,26,40,36,0,0,0,35,1634,70,39,0,7,41,3,0,0,0,5,39,7,9,0,0,0,0,0,0,0,17,27,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_4,3153,1591,407,886,7,135,109,4,0,8,0,1591,12641,2179,1700,21,113,387,244,16,8,0,467,3045,248,176,4,28,88,50,3,3,0,1289,2223,176,248,4,55,78,33,3,3,0,11,33,4,4,0,1,2,1,0,0,0,127,112,47,42,1,5,8,0,0,0,0,110,368,88,90,2,7,9,10,0,0,0,2,237,43,46,1,1,9,3,0,0,0,1,5,3,1,0,0,0,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_5,2493,2968,798,902,26,100,121,99,1,5,0,2968,13415,2602,2498,78,220,519,221,11,7,0,897,3955,432,254,6,39,151,108,8,10,0,1529,3323,254,432,6,110,147,41,10,8,0,22,66,8,8,0,1,2,1,0,0,0,160,227,30,33,0,4,6,2,0,0,0,208,566,61,65,0,6,11,7,0,0,0,19,368,35,28,0,2,7,3,0,0,0,10,20,3,3,0,0,0,0,0,0,0,5,25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_6,11459,12189,442,1220,28,465,715,117,35,54,2,12189,58755,2882,2104,84,832,1879,1180,143,124,6,2279,10315,587,377,12,148,488,310,44,26,2,4018,8576,377,587,12,325,458,163,26,44,2,94,282,12,12,0,10,20,10,0,0,4,379,1169,47,115,5,7,42,11,0,4,0,1112,1984,189,135,10,48,44,28,4,4,0,57,1491,88,74,5,5,34,21,4,0,0,16,88,4,4,0,0,1,1,0,0,0,36,68,4,4,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_7,940,4264,522,485,9,35,220,62,5,2,1,4264,11348,1492,1529,27,282,414,255,9,12,3,852,2792,341,213,2,53,262,69,7,7,0,970,2674,213,341,2,139,122,123,7,7,0,15,45,8,8,0,5,10,5,0,0,0,88,193,41,38,0,11,14,0,0,0,0,157,405,86,72,0,10,20,20,0,0,0,36,245,31,48,0,4,16,5,0,0,0,2,12,4,2,0,0,0,0,0,0,0,5,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_8,1004,703,168,621,8,76,87,0,2,1,0,703,4418,1410,957,24,87,239,163,4,5,0,608,2110,263,199,4,60,117,83,4,4,0,751,1967,199,263,4,70,143,47,4,4,0,23,69,10,10,0,2,4,2,0,0,0,77,85,11,44,0,3,9,2,0,1,0,82,242,61,49,0,10,9,9,1,1,0,3,159,38,17,0,1,10,3,1,0,0,1,3,2,2,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_9,8691,27747,1910,1330,39,265,1604,84,38,11,0,27747,81567,4570,5150,117,1688,2302,1869,60,87,0,2098,6222,345,225,4,88,108,84,6,2,0,2062,6258,225,345,4,52,172,56,2,6,0,109,327,10,10,0,3,6,3,0,0,0,339,1913,135,47,2,6,55,14,0,0,0,1809,2695,146,218,4,58,53,39,0,0,0,104,2148,83,99,2,11,42,22,0,0,0,22,122,5,3,0,0,2,2,0,0,0,50,94,3,5,0,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_10,1545,2608,618,1234,27,179,347,8,14,17,0,2608,9851,3086,2470,81,355,721,526,48,45,0,903,3945,682,436,28,154,259,103,24,12,0,1521,3327,436,682,28,104,257,155,12,24,0,41,123,24,24,4,5,10,5,0,0,0,130,338,68,74,4,7,25,9,0,0,0,305,631,155,129,8,31,34,17,0,0,0,33,435,61,81,4,3,23,15,0,0,0,4,34,5,3,0,0,2,0,0,0,0,15,23,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_11,19636,9883,620,1143,12,421,561,95,3,13,0,9883,78674,2906,2383,36,656,1593,982,29,19,0,992,6844,354,196,14,78,250,112,16,6,0,2926,4910,196,354,14,142,190,108,6,16,0,52,156,8,8,0,1,2,1,0,0,0,1138,1462,39,75,1,56,30,18,1,4,0,1443,3757,122,106,2,43,95,70,6,4,0,19,2581,67,47,1,5,83,16,3,2,0,44,186,6,2,2,1,8,3,0,0,0,71,159,2,6,2,5,4,3,0,0,0,3,9,0,0,0,1,2,1,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_12,17852,9757,634,1762,30,635,809,51,24,29,2,9757,73070,4158,3030,90,860,2181,1444,82,77,6,992,7968,832,432,24,151,339,188,9,7,0,3488,5472,432,832,24,188,339,151,7,9,0,124,372,20,20,0,11,22,11,0,0,0,653,1357,253,189,19,25,69,21,0,3,0,1335,2685,424,460,38,78,88,64,5,1,0,22,1988,207,235,19,12,73,30,1,2,0,26,156,63,37,4,0,12,6,0,0,0,65,117,37,63,4,9,6,3,0,0,0,2,6,6,6,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_13,5097,3225,299,1001,20,177,150,27,1,27,0,3225,21741,2301,1599,60,177,558,327,55,29,0,1264,6366,529,283,10,64,196,116,13,7,0,2551,5079,283,529,10,124,180,72,7,13,0,44,132,10,10,0,1,2,1,0,0,0,290,494,47,74,1,8,16,6,0,4,0,473,1095,115,127,2,20,24,16,5,3,0,21,763,80,41,1,2,20,8,3,1,0,8,74,7,5,0,0,0,0,0,0,0,33,49,5,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_14,9421,10096,419,1585,12,362,956,9,14,39,4,10096,48455,3589,2423,36,965,1698,1318,92,67,12,471,2569,307,213,4,20,93,57,0,0,0,1049,1991,213,307,4,65,77,28,0,0,0,15,45,6,6,0,0,0,0,0,0,0,432,346,26,68,0,15,20,6,0,0,0,313,1243,117,71,0,20,41,21,0,0,0,33,745,45,49,0,6,21,14,0,0,0,0,10,3,3,0,0,0,0,0,0,0,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_15,2441,2660,317,718,16,143,177,26,2,12,1,2660,12643,1753,1352,48,203,515,320,26,16,3,896,3848,733,523,28,55,171,108,7,7,0,1476,3268,523,733,28,112,163,59,7,7,0,33,99,12,12,0,1,2,1,0,0,0,218,327,138,100,29,9,27,7,0,1,0,294,796,229,247,58,32,39,15,2,0,0,33,512,109,129,29,2,20,21,0,1,0,8,32,26,16,4,1,3,0,0,0,0,12,28,16,26,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_16,3074,5690,685,1202,14,85,198,85,1,3,0,5690,20602,3089,2572,42,283,538,283,7,5,0,778,3994,449,295,18,29,84,43,2,0,0,1608,3164,295,449,18,49,72,35,0,2,0,42,126,8,8,0,1,2,1,0,0,0,205,313,35,64,1,0,10,4,0,0,0,264,772,103,95,2,12,10,6,0,0,0,49,469,60,39,1,2,8,4,0,0,0,2,8,3,5,0,0,0,0,0,0,0,3,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_17,29888,9960,2401,5109,119,1985,1781,204,59,197,1,9960,109584,12619,9911,357,1985,6159,3766,453,315,3,575,3861,558,280,18,180,358,282,45,23,2,1643,2793,280,558,18,230,462,128,23,45,2,19,57,4,4,0,4,8,4,0,0,0,852,703,138,211,3,34,83,36,0,2,0,694,2416,365,333,6,108,102,96,2,2,0,9,1546,195,154,3,11,121,21,2,0,0,16,72,10,10,0,0,7,5,0,0,0,28,60,10,10,0,6,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_18,8817,2673,342,1177,5,379,167,8,3,7,1,2673,31797,2696,1861,15,175,941,546,17,13,3,683,4265,410,312,10,46,113,59,3,3,0,1791,3157,312,410,10,63,105,50,3,3,0,29,87,4,4,0,0,0,0,0,0,0,275,155,24,39,0,12,5,0,0,0,0,128,732,66,60,0,5,15,14,0,0,0,27,403,36,27,0,0,14,3,0,0,0,0,6,2,2,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
