barabasi_250_5_0.01_0.0_exponential_0.0_1,5710,80,58097,1,614,740,660,794,281597,260615,0,20,0,8,10,3194,2874,17,3,3157,11,4064,7,6,2817,12,3114,13,6,23,3001,2978,3401,2265,3659,2356,2466,2339,2262,2792,2201,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,34,0,0,0,5,4,0,14,6,20,21,25,16,16,20,24,0,0,0,0,0,0,0,0,0,0,0,35,45,12,24,0,0,0,78,47,0,8,32,31,17,0,0,19,0,8,0,0,32,0,8,16,1,43,14,15,0,0,0,57,49,7,24,0,19,15,0,0,24,0,83,0,0,18,0,18,1,1,0,319,139,51,42,0,109,32,26,39,0,53,69,0,0,7,107,7,22,17,33,21,27,107,107,21,30,25,6,6,26,0,6,23,20,40,21,16,16,0,6,0,11,20,8,21,11,21,34,40,9,9,58,8,23,7,6,11,6,9,7,9,0
barabasi_250_5_0.01_0.0_exponential_0.0_2,5710,98,52936,2,1131,629,580,790,225932,224517,0,6,0,24,27,5376,5362,33,3,2413,6,2612,10,12,2100,5,2569,8,5,15,3501,3360,2183,2539,1828,3677,2222,2145,2136,2164,3042,2958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,0,85,0,0,0,35,28,36,13,26,50,23,0,16,19,26,27,0,0,0,0,0,0,0,25,0,11,101,17,55,16,20,0,0,0,7,4,74,16,0,28,7,0,0,30,1,13,0,0,19,0,35,36,6,23,6,13,0,0,1,13,24,1,14,12,13,31,0,1,9,0,77,1,0,15,0,16,0,0,0,32,40,43,55,0,81,54,29,28,0,52,83,0,15,46,17,4,27,15,23,18,15,7,20,84,6,4,9,27,20,8,3,11,18,45,7,21,21,88,25,15,15,12,24,16,8,15,4,42,116,5,19,6,27,36,44,11,22,13,6,12,4
barabasi_250_5_0.01_0.0_exponential_0.0_3,5710,69,56022,1,701,635,758,475,241914,248376,0,11,0,5,9,3037,4281,0,13,2934,7,3141,4,9,3161,3,3915,4,5,2,1441,1968,1654,2169,2322,2276,2457,2201,2229,2242,1989,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,5,3,0,10,5,13,9,7,8,6,10,9,0,0,0,0,0,0,0,53,0,38,0,20,4,21,11,0,1,0,33,31,0,30,15,6,14,0,0,14,0,9,0,0,13,0,7,12,5,8,21,10,0,0,0,14,9,6,18,8,28,29,0,0,5,0,6,0,0,17,0,16,0,0,0,12,10,5,12,0,9,3,9,20,0,8,36,0,15,6,6,12,7,17,4,4,12,21,19,0,4,10,0,0,9,0,4,24,11,13,2,25,0,0,11,2,5,18,9,11,11,4,16,19,0,109,0,11,16,6,18,0,13,9,9,9,0
barabasi_250_5_0.01_0.0_exponential_0.0_4,5710,67,54345,0,739,773,609,550,229737,249414,0,0,4,11,5,2507,3684,6,6,1711,8,1933,9,5,2554,14,2139,8,8,0,2079,2370,3206,2926,3325,2387,2079,3171,3085,4383,2843,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,35,0,0,0,6,5,0,14,27,7,11,36,19,42,16,19,0,0,0,0,0,0,0,18,0,10,0,4,0,15,12,0,0,0,13,12,0,5,23,0,18,0,0,18,0,12,0,0,5,0,6,3,10,14,10,14,0,0,0,12,9,14,15,14,8,15,0,0,4,0,5,0,0,6,0,5,0,0,0,0,0,6,14,20,14,35,24,11,20,9,20,0,45,18,16,29,8,13,6,17,19,16,14,35,28,18,11,9,37,0,18,14,7,42,26,10,0,37,12,0,32,10,21,20,17,45,8,16,103,13,36,6,6,41,23,55,10,9,37,3,0
barabasi_250_5_0.01_0.0_exponential_0.0_5,5710,73,57028,0,553,701,682,624,243549,254448,0,0,0,7,7,2624,2662,11,7,2336,12,2676,4,3,2577,9,2655,8,6,0,1933,2616,2591,2872,3161,2141,2688,2474,2750,3204,3214,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,39,0,0,0,29,20,0,15,22,19,20,9,12,19,15,17,0,0,0,0,0,0,0,14,0,29,0,3,9,0,14,0,0,1,33,44,0,0,16,6,12,0,0,17,0,20,0,0,7,0,11,12,5,17,3,11,0,0,0,31,18,10,11,2,23,10,0,0,35,0,38,0,0,19,0,32,0,0,0,0,0,2,4,0,11,0,56,20,0,0,8,9,22,15,0,21,3,18,0,9,13,10,63,179,33,18,0,6,6,0,5,27,15,0,15,3,0,2,16,10,15,10,27,6,10,18,62,42,40,21,23,32,17,0,4,21,6,0,3,5,0
barabasi_250_5_0.01_0.0_exponential_0.0_6,5710,90,65357,1,880,1074,950,929,379035,324437,0,16,26,10,22,9461,2865,0,7,3153,5,3440,7,6,4439,8,3486,3,4,6,2339,2954,3003,3334,3684,3466,3052,4016,3669,4383,3962,4052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1,30,1,0,0,25,29,326,88,158,213,22,68,135,142,119,29,0,0,0,0,0,0,0,32,0,27,0,36,21,31,57,0,0,0,13,3,0,23,8,5,38,0,0,10,0,5,0,0,11,0,15,40,55,59,37,38,0,0,0,26,13,19,26,22,23,22,0,0,0,0,0,0,0,0,0,0,1,0,0,67,28,102,13,72,40,53,103,22,58,16,113,0,15,4,10,18,48,49,9,81,49,94,15,0,20,8,54,29,37,0,37,26,23,13,17,14,26,42,9,78,59,36,52,35,49,74,35,33,0,13,4,53,31,49,8,47,2,12,10,10,0
barabasi_250_5_0.01_0.0_exponential_0.0_7,5710,78,57304,0,867,531,735,724,282156,285474,0,0,0,8,8,5018,3937,0,5,2731,13,4394,12,5,3902,6,3795,10,7,0,4315,2503,2811,2880,2595,2665,2790,3011,3060,2400,3253,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,8,14,0,14,8,4,20,21,25,9,23,13,0,0,0,0,0,0,0,47,0,37,0,11,22,15,13,0,0,0,64,28,0,22,5,38,26,0,0,31,0,60,0,0,25,0,21,3,21,36,15,34,0,1,0,33,163,22,23,16,22,34,0,0,55,0,100,0,0,23,0,22,0,0,0,0,0,299,46,0,72,52,5,7,0,17,0,45,7,26,0,16,39,18,7,31,20,138,7,0,18,12,96,23,0,0,17,21,17,15,6,4,34,4,17,20,36,44,17,20,21,28,30,27,0,6,29,36,32,20,17,1,14,11,0,9,0
barabasi_250_5_0.01_0.0_exponential_0.0_8,5710,79,56733,2,1200,897,719,714,326133,266941,0,20,0,11,5,9476,5356,0,9,3690,16,7422,7,9,2693,6,3579,12,18,1,5708,6466,2554,2575,4430,1728,2949,3827,2432,3110,2792,2128,0,0,0,0,0,114,51,0,0,0,0,0,0,0,24,0,14,0,0,0,4,3,0,40,12,4,17,15,23,17,28,12,0,0,0,0,0,0,0,34,0,24,0,24,0,7,25,0,0,0,68,28,0,56,24,0,32,0,0,17,0,14,0,0,43,0,125,31,25,3,25,25,0,0,0,38,63,23,49,0,46,9,0,1,35,0,48,0,0,48,0,212,0,0,0,5,6,140,35,0,10,30,67,35,0,62,9,0,43,32,16,18,120,22,0,41,27,147,4,0,63,23,73,66,9,0,45,14,19,13,1,0,29,17,35,4,84,13,26,4,28,28,12,5,0,14,47,10,33,11,0,3,35,51,38,48,0
barabasi_250_5_0.01_0.0_exponential_0.0_9,5710,67,57288,1,659,774,695,592,269258,268621,0,0,0,5,4,2331,3018,0,4,2416,5,2133,4,0,2688,6,2513,8,3,12,2422,2880,2109,2084,2842,1868,2903,2797,2564,3605,2426,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,38,9,26,13,17,2,12,31,23,36,35,20,0,0,0,0,0,0,0,2,0,21,0,19,14,5,26,0,0,0,8,8,0,2,32,17,17,0,0,2,0,5,0,0,0,0,0,43,49,21,19,15,0,0,0,6,2,23,13,16,10,13,0,0,17,0,27,0,0,20,0,4,0,0,0,0,0,20,37,0,0,2,3,23,0,3,11,0,17,0,8,10,11,22,0,9,12,6,14,0,16,11,24,8,56,8,1,18,35,48,24,0,22,16,20,16,18,25,23,23,15,27,30,26,0,30,31,16,14,81,0,14,17,13,83,2,37
barabasi_250_5_0.01_0.0_exponential_0.0_10,5710,111,62349,3,1287,972,840,883,300366,323477,0,17,12,15,22,7463,6255,0,11,6202,14,4130,10,19,3759,8,4157,14,22,27,3780,4216,3470,4435,5261,4162,3815,4598,4071,3688,4873,4128,0,0,0,0,0,39,72,0,0,104,0,112,0,0,36,0,44,0,1,0,151,114,0,82,66,99,127,90,35,23,65,56,0,0,0,0,0,0,0,10,0,23,0,30,12,21,25,0,0,0,42,54,0,21,22,7,17,0,0,6,0,3,1,0,146,0,93,63,19,36,20,23,0,0,0,32,45,14,69,22,47,51,0,0,9,0,7,0,1,135,0,86,0,0,0,30,30,76,57,0,32,38,48,66,0,37,46,0,10,15,21,4,117,57,0,24,29,168,198,0,23,29,88,70,55,25,39,55,47,77,18,35,143,44,90,44,34,87,46,21,39,11,126,73,0,38,13,63,38,33,15,1,43,36,48,79,62
barabasi_250_5_0.01_0.0_exponential_0.0_11,5710,81,56926,2,682,794,681,752,271930,265669,0,10,0,8,3,1623,2048,43,7,4828,13,4815,8,9,3548,11,2807,14,4,26,2922,2608,3791,2892,2884,2940,2519,2382,2740,2634,2645,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,16,0,0,1,26,11,0,10,20,22,14,5,24,5,18,15,0,0,34,0,16,0,0,36,0,11,0,4,11,14,22,0,0,1,22,35,0,15,40,19,15,0,0,27,0,24,0,0,24,0,42,30,48,23,29,47,0,0,0,55,52,28,25,0,23,26,0,0,39,0,32,0,0,0,0,0,0,0,0,42,48,5,11,0,0,18,4,8,0,24,0,0,7,6,16,12,11,18,20,5,20,51,45,221,61,21,10,7,37,62,18,19,28,4,27,21,21,0,12,25,20,30,20,14,16,24,43,46,202,21,47,14,14,4,18,21,35,21,24,17,112
barabasi_250_5_0.01_0.0_exponential_0.0_12,5710,95,63214,1,1037,621,686,784,298333,284895,0,6,20,17,27,6881,5165,10,12,4113,12,4919,20,9,4216,17,3741,22,15,0,7532,4911,6220,4300,7027,7135,3152,3504,3635,5881,4556,2665,0,0,0,0,0,28,49,0,1,75,1,63,0,0,102,1,66,0,1,0,178,238,46,174,444,86,90,60,81,161,86,35,0,0,0,0,0,0,0,5,0,12,0,14,4,0,11,0,0,0,8,22,0,0,28,30,18,0,0,53,1,79,0,0,26,0,48,4,17,36,80,61,0,0,0,39,46,15,26,27,94,38,0,0,142,0,84,0,0,76,0,25,0,0,0,0,0,51,115,0,16,116,51,63,0,41,111,0,97,10,65,367,10,53,10,122,59,40,116,74,413,128,6,290,83,0,179,34,41,19,255,22,36,29,26,51,61,39,42,23,73,57,30,95,86,115,82,24,74,99,39,71,42,71,12,110,0
barabasi_250_5_0.01_0.0_exponential_0.0_13,5710,86,61944,1,949,893,828,732,298174,305510,0,7,33,11,20,3924,4782,10,18,4329,18,4029,11,3,3002,13,3012,6,7,6,2542,3083,6192,3337,4087,4442,3674,3082,3157,4464,3040,2969,0,0,0,0,0,0,0,0,1,575,0,300,0,0,71,0,35,0,0,0,123,95,0,3,6,21,18,7,29,29,45,27,0,0,82,0,98,0,0,66,0,67,0,2,11,21,22,0,0,0,113,96,0,22,70,23,21,0,0,62,0,111,0,0,10,0,3,9,10,12,17,21,0,0,0,151,52,2,26,52,20,9,0,0,29,0,8,0,0,169,0,8,0,0,0,18,24,8,22,0,12,24,8,33,0,8,23,22,66,70,33,45,20,27,16,36,21,42,14,0,21,21,60,84,3,0,38,29,25,14,11,7,30,29,37,9,25,26,35,23,21,28,44,16,0,64,21,28,18,22,7,9,18,35,3,24,0
barabasi_250_5_0.01_0.0_exponential_0.0_14,5710,88,59184,3,985,686,743,595,274519,300627,0,21,0,21,2,3931,4692,0,13,3064,11,3034,5,7,3999,10,3665,9,5,8,4799,3257,1869,3490,3005,2124,3704,2710,3333,3045,3176,2223,0,0,0,2,0,110,308,0,0,0,0,0,0,0,45,0,52,0,0,0,3,2,0,79,33,19,51,62,45,52,30,28,0,0,0,0,0,0,0,47,0,39,74,37,5,34,27,0,0,0,25,25,25,25,0,16,33,0,0,78,0,33,0,0,25,0,26,19,40,29,41,43,0,0,0,93,28,28,24,4,37,15,0,0,34,0,34,0,0,20,0,10,0,0,0,0,0,25,38,0,5,58,41,34,0,36,6,0,8,16,12,52,24,14,13,21,20,22,24,0,77,19,37,25,12,32,14,39,32,0,13,12,6,16,21,0,16,37,37,15,22,18,22,8,0,78,19,31,20,0,46,9,54,26,6,14,49
